Production Schedule Report
Report Date: 7/21/2024 4:42:18 AM
Report Source:WWW.ASHLEYSUPPLIER.COM
"Report Criteria:Item:ALL Whse: Vendor:626704 DRP Planner:ALL FC Planner:ALL Past Weeks:6 Future Weeks:12 RP Filter:On C & CNW Filter:Off Order Types Selected:Planned, Firmed, Shipped Report By: Item Qty"
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------

Item #,Whse,Vendor #,S/F/P, 6/15, 6/22, 6/29, 7/6, 7/13, 7/20, 7/27, 8/3, 8/10, 8/17, 8/24, 8/31, 9/7, 9/14, 9/21, 9/28, 10/5, 10/12, 10/19
="D324-01","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-02","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-02","1","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-02","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","4","2"
="D324-02","15","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-02","15","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-02","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
="D324-02","335","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-02","335","626704","F","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0"
="D324-02","335","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","2","2"
="D324-02","5","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-02","5","626704","F","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
="D324-02","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","4","4"
="D324-02","CNW","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-02","CNW","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","192","0","0","0","0","0","0"
="D324-02","CNW","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-02","ECR","626704","S","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-02","ECR","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-02","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","2","4"
="D324-03","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-03","1","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-03","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66","4"
="D324-03","15","626704","S","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-03","15","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-03","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78","8"
="D324-03","17","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-03","17","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-03","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","6"
="D324-03","42","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-03","42","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-03","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0"
="D324-03","5","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-03","5","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-03","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","6"
="D324-03","CNW","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-03","CNW","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","192","0","0","0","0","0","0"
="D324-03","CNW","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D470-324","C","626704","S","190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D470-324","C","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D470-324","C","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D470-330","C","626704","S","160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D470-330","C","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D470-330","C","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D470-424","C","626704","S","380","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D470-424","C","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D470-424","C","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D470-430","C","626704","S","608","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D470-430","C","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D470-430","C","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D470-430","ECR","626704","S","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
="D470-430","ECR","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D470-430","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-01","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-01","1","626704","F","0","0","0","0","0","0","0","44","0","0","0","0","0","0","0","0","0","0","0"
="D530-01","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-01","15","626704","S","0","8","0","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-01","15","626704","F","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-01","15","626704","P","0","0","0","0","0","0","0","0","0","8","8","8","8","8","10","8","10","8","10"
="D530-01","17","626704","S","0","0","0","0","0","0","28","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-01","17","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-01","17","626704","P","0","0","0","0","0","0","0","0","4","10","8","10","8","10","10","10","0","8","10"
="D530-01","28","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-01","28","626704","F","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0"
="D530-01","28","626704","P","0","0","0","0","0","0","0","0","6","4","8","4","6","4","6","6","6","6","4"
="D530-01","335","626704","S","0","6","6","94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-01","335","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-01","335","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
="D530-01","42","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-01","42","626704","F","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0"
="D530-01","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","2","0","2","2","0","2","0","0"
="D530-01","CNW","626704","S","0","0","0","0","180","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-01","CNW","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-01","CNW","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-01","ECR","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-01","ECR","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-01","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","6"
="D530-02","1","626704","S","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-02","1","626704","F","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0"
="D530-02","1","626704","P","0","0","0","0","0","0","0","0","0","2","6","4","6","6","6","4","0","4","4"
="D530-02","15","626704","S","0","6","0","0","20","0","10","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-02","15","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-02","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","4","6","4","6","4","0","0"
="D530-02","28","626704","S","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-02","28","626704","F","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0"
="D530-02","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","0"
="D530-02","335","626704","S","0","0","0","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-02","335","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-02","335","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-02","42","626704","S","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-02","42","626704","F","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0"
="D530-02","42","626704","P","0","0","0","0","0","0","0","0","2","2","4","4","2","4","4","4","2","4","0"
="D530-02","5","626704","S","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-02","5","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-02","5","626704","P","0","0","0","0","0","0","0","0","0","2","4","6","4","6","4","8","6","4","6"
="D530-02","CNW","626704","S","0","0","0","0","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-02","CNW","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-02","CNW","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-02","ECR","626704","S","10","0","0","0","20","0","26","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-02","ECR","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D530-02","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","2","6","4","4","4","0","0","4"
="D702-01","1","626704","S","108","0","292","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-01","1","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-01","1","626704","P","0","0","0","0","0","0","0","0","60","50","50","48","0","0","0","0","0","0","0"
="D702-01","15","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-01","15","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-01","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","50","64","0","0","0","0","0","0"
="D702-01","17","626704","S","0","0","0","0","68","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-01","17","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-01","17","626704","P","0","0","0","0","0","0","0","0","0","0","8","68","0","0","0","0","0","0","0"
="D702-01","28","626704","S","32","0","0","118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-01","28","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-01","28","626704","P","0","0","0","0","0","0","0","0","122","36","0","24","38","36","0","0","0","0","0"
="D702-01","42","626704","S","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-01","42","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-01","42","626704","P","0","0","0","0","0","0","0","0","34","10","0","8","10","10","0","0","0","0","0"
="D702-01","5","626704","S","108","0","112","0","108","0","52","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-01","5","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-01","5","626704","P","0","0","0","0","0","0","0","0","16","70","70","0","32","72","72","0","0","0","0"
="D702-01","ECR","626704","S","0","0","0","0","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-01","ECR","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-01","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","52","0","0","0","0","0","0","0"
="D702-02","5","626704","S","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-02","5","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-02","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-124","28","626704","S","96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-124","28","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-124","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-124","42","626704","S","0","0","0","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-124","42","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-124","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-224","ECR","626704","S","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-224","ECR","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D702-224","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-01","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-01","1","626704","F","0","0","0","0","0","0","0","0","72","0","0","0","0","0","0","0","0","0","0"
="D766-01","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-01","15","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-01","15","626704","F","0","0","0","0","0","0","0","0","36","0","0","0","0","0","0","0","0","0","0"
="D766-01","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-01","17","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-01","17","626704","F","0","0","0","0","0","0","0","0","92","0","0","0","0","0","0","0","0","0","0"
="D766-01","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-01","28","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-01","28","626704","F","0","0","0","0","0","0","0","0","44","0","0","0","0","0","0","0","0","0","0"
="D766-01","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","2","2","0"
="D766-01","42","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-01","42","626704","F","0","0","0","0","0","0","0","0","38","0","0","0","0","0","0","0","0","0","0"
="D766-01","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-01","5","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-01","5","626704","F","0","0","0","0","0","0","0","0","160","0","0","0","0","0","0","0","0","0","0"
="D766-01","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","8","14","14"
="D766-01","C","626704","S","216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-01","C","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-01","C","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-01","CNW","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-01","CNW","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","178","0"
="D766-01","CNW","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-01","ECR","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-01","ECR","626704","F","0","0","0","0","0","0","0","0","184","0","0","0","0","0","0","0","0","0","0"
="D766-01","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","10","0","0","0"
="D766-02","1","626704","S","0","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-02","1","626704","F","0","0","0","0","0","0","0","66","0","0","0","0","0","0","0","0","0","0","0"
="D766-02","1","626704","P","0","0","0","0","0","0","0","0","0","6","14","16","0","0","4","18","0","0","0"
="D766-02","15","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-02","15","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-02","15","626704","P","0","0","0","0","0","0","0","0","0","0","6","4","4","0","0","4","6","0","0"
="D766-02","17","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-02","17","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-02","17","626704","P","0","0","0","0","0","0","0","0","30","22","22","22","0","2","26","24","0","0","0"
="D766-02","28","626704","S","32","0","0","42","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-02","28","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-02","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","6","8","6","0","0","2","10","0"
="D766-02","42","626704","S","0","0","0","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-02","42","626704","F","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0"
="D766-02","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-02","5","626704","S","56","92","20","20","104","0","74","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-02","5","626704","F","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
="D766-02","5","626704","P","0","0","0","0","0","0","0","0","70","30","30","44","30","32","30","0","0","10","34"
="D766-02","ECR","626704","S","124","188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-02","ECR","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D766-02","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D775-01","C","626704","S","112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D775-01","C","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D775-01","C","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D775-01A","C","626704","S","346","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D775-01A","C","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D775-01A","C","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D821-02A","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D821-02A","1","626704","F","0","0","0","0","0","0","0","192","0","0","0","0","0","0","0","0","0","0","0"
="D821-02A","1","626704","P","0","0","0","0","0","0","0","0","144","26","24","24","34","28","30","26","28","28","26"
="D821-02A","15","626704","S","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0"
="D821-02A","15","626704","F","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0"
="D821-02A","15","626704","P","0","0","0","0","0","0","0","0","48","38","22","24","22","18","26","28","26","0","22"
="D821-02A","17","626704","S","0","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D821-02A","17","626704","F","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0"
="D821-02A","17","626704","P","0","0","0","0","0","0","0","0","206","30","32","30","36","38","36","34","0","18","34"
="D821-02A","28","626704","S","0","0","0","98","0","0","28","0","0","0","0","0","0","0","0","0","0","0","0"
="D821-02A","28","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D821-02A","28","626704","P","0","0","0","0","0","0","0","0","130","20","34","22","22","20","26","22","24","22","0"
="D821-02A","335","626704","S","0","12","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D821-02A","335","626704","F","0","0","0","0","0","0","0","46","0","0","0","0","0","0","0","0","0","0","0"
="D821-02A","335","626704","P","0","0","0","0","0","0","0","0","0","6","0","18","14","12","14","18","12","14","12"
="D821-02A","42","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D821-02A","42","626704","F","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0"
="D821-02A","42","626704","P","0","0","0","0","0","0","0","0","24","4","12","6","4","6","8","6","6","6","0"
="D821-02A","5","626704","S","0","0","64","0","58","0","50","0","0","0","0","0","0","0","0","0","0","0","0"
="D821-02A","5","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D821-02A","5","626704","P","0","0","0","0","0","0","0","0","112","22","22","34","24","22","22","22","24","26","24"
="D821-02A","C","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D821-02A","C","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0"
="D821-02A","C","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D821-02A","ECR","626704","S","0","108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D821-02A","ECR","626704","F","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0"
="D821-02A","ECR","626704","P","0","0","0","0","0","0","0","0","98","36","36","36","50","44","44","42","42","40","40"
="H687-01A","1","626704","S","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="H687-01A","1","626704","F","0","0","0","0","0","0","0","60","0","0","0","0","0","0","0","0","0","0","0"
="H687-01A","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","6","5","7","6"
="H687-01A","15","626704","S","0","0","0","18","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
="H687-01A","15","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="H687-01A","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","4","4","3","5"
="H687-01A","28","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="H687-01A","28","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="H687-01A","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","5","5","5","0"
="H687-01A","335","626704","S","0","0","3","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="H687-01A","335","626704","F","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0"
="H687-01A","335","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0"
="H687-01A","42","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="H687-01A","42","626704","F","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
="H687-01A","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","1","1","0"
="H687-01A","5","626704","S","0","0","0","0","0","0","38","0","0","0","0","0","0","0","0","0","0","0","0"
="H687-01A","5","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="H687-01A","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57","5","8","8","8"
="H687-01A","ECR","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="H687-01A","ECR","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="H687-01A","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","8","8"

